gender,Name,Country,Birth,AwardYear,Category,Theme
female,Rosalyn Yalow,USA,1921,1977,Physiology or Medicine,for the development of radioimmunoassays of peptide hormones
male,Sir Nevill F. Mott,United Kingdom,1905,1977,Physics,for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems
male,Daniel Nathans,USA,1928,1978,Physiology or Medicine,for the discovery of restriction enzymes and their application to problems of molecular genetics
male,Isaac Bashevis Singer,Russian Empire,1904,1978,Literature,"for his impassioned narrative art which, with roots in a Polish-Jewish cultural tradition, brings universal human conditions to life"
male,Menachem Begin,Russian Empire,1913,1978,Peace,for jointly having negotiated peace between Egypt and Israel in 1978
male,Pyotr Kapitsa,Russian Empire,1894,1978,Physics,for his basic inventions and discoveries in the area of low-temperature physics
male,Werner Arber,Switzerland,1929,1978,Physiology or Medicine,for the discovery of restriction enzymes and their application to problems of molecular genetics
male,Herbert Simon,USA,1916,1978,Economic Sciences,for his pioneering research into the decision-making process within economic organizations
male,Hamilton O. Smith,USA,1931,1978,Physiology or Medicine,for the discovery of restriction enzymes and their application to problems of molecular genetics
male,Arno Penzias,Germany,1933,1978,Physics,for their discovery of cosmic microwave background radiation
male,Peter Mitchell,United Kingdom,1920,1978,Chemistry,for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory
male,Robert Woodrow Wilson,USA,1936,1978,Physics,for their discovery of cosmic microwave background radiation
male,Anwar al-Sadat,Egypt,1918,1978,Peace,for jointly having negotiated peace between Egypt and Israel in 1978
male,Abdus Salam,India,1926,1979,Physics,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current"
male,Allan M. Cormack,South Africa,1924,1979,Physiology or Medicine,for the development of computer assisted tomography
male,Sir Arthur Lewis,British West Indies,1915,1979,Economic Sciences,for their pioneering research into economic development research with particular consideration of the problems of developing countries
female,Mother Teresa,Ottoman Empire,1910,1979,Peace,for her work for bringing help to suffering humanity
male,Odysseus Elytis,Crete,1911,1979,Literature,"for his poetry, which, against the background of Greek tradition, depicts with sensuous strength and intellectual clear-sightedness modern man's struggle for freedom and creativeness"
male,Sheldon Glashow,USA,1932,1979,Physics,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current"
male,Godfrey N. Hounsfield,United Kingdom,1919,1979,Physiology or Medicine,for the development of computer assisted tomography
male,Georg Wittig,Germany,1897,1979,Chemistry,"for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis"
male,Theodore W. Schultz,USA,1902,1979,Economic Sciences,for their pioneering research into economic development research with particular consideration of the problems of developing countries
male,Steven Weinberg,USA,1933,1979,Physics,"for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles, including, inter alia, the prediction of the weak neutral current"
male,Herbert C. Brown,United Kingdom,1912,1979,Chemistry,"for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis"
male,Czeslaw Milosz,Russian Empire,1911,1980,Literature,who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts
male,Adolfo Pérez Esquivel,Argentina,1931,1980,Peace,"for being a source of inspiration to repressed people, especially in Latin America"
male,Jean Dausset,France,1916,1980,Physiology or Medicine,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions
male,Walter Gilbert,USA,1932,1980,Chemistry,for their contributions concerning the determination of base sequences in nucleic acids
male,Baruj Benacerraf,Venezuela,1920,1980,Physiology or Medicine,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions
male,George D. Snell,USA,1903,1980,Physiology or Medicine,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions
male,Val Fitch,USA,1923,1980,Physics,for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons
male,James Cronin,USA,1931,1980,Physics,for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons
male,Paul Berg,USA,1926,1980,Chemistry,"for his fundamental studies of the biochemistry of nucleic acids, with particular regard to recombinant-DNA"
male,Lawrence R. Klein,USA,1920,1980,Economic Sciences,for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies
male,Torsten N. Wiesel,Sweden,1924,1981,Physiology or Medicine,for their discoveries concerning information processing in the visual system
male,Kenichi Fukui,Japan,1918,1981,Chemistry,"for their theories, developed independently, concerning the course of chemical reactions"
male,James Tobin,USA,1918,1981,Economic Sciences,"for his analysis of financial markets and their relations to expenditure decisions, employment, production and prices"
male,Elias Canetti,Bulgaria,1905,1981,Literature,"for writings marked by a broad outlook, a wealth of ideas and artistic power"
male,Kai M. Siegbahn,Sweden,1918,1981,Physics,for his contribution to the development of high-resolution electron spectroscopy
male,Roger W. Sperry,USA,1913,1981,Physiology or Medicine,for his discoveries concerning the functional specialization of the cerebral hemispheres
male,Nicolaas Bloembergen,the Netherlands,1920,1981,Physics,for their contribution to the development of laser spectroscopy
male,David H. Hubel,Canada,1926,1981,Physiology or Medicine,for their discoveries concerning information processing in the visual system
male,Roald Hoffmann,Poland,1937,1981,Chemistry,"for their theories, developed independently, concerning the course of chemical reactions"
male,Arthur L. Schawlow,USA,1921,1981,Physics,for their contribution to the development of laser spectroscopy
male,Bengt I. Samuelsson,Sweden,1934,1982,Physiology or Medicine,for their discoveries concerning prostaglandins and related biologically active substances
female,Alva Myrdal,Sweden,1902,1982,Peace,for their work for disarmament and nuclear and weapon-free zones
male,Sune K. Bergström,Sweden,1916,1982,Physiology or Medicine,for their discoveries concerning prostaglandins and related biologically active substances
male,Aaron Klug,Lithuania,1926,1982,Chemistry,for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes
male,Kenneth G. Wilson,USA,1936,1982,Physics,for his theory for critical phenomena in connection with phase transitions
male,Alfonso García Robles,Mexico,1911,1982,Peace,for their work for disarmament and nuclear and weapon-free zones
male,George J. Stigler,USA,1911,1982,Economic Sciences,"for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation"
male,Gabriel García Márquez,Colombia,1927,1982,Literature,"for his novels and short stories, in which the fantastic and the realistic are combined in a richly composed world of imagination, reflecting a continent's life and conflicts"
male,John R. Vane,United Kingdom,1927,1982,Physiology or Medicine,for their discoveries concerning prostaglandins and related biologically active substances
male,Gerard Debreu,France,1921,1983,Economic Sciences,for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium
male,Lech Walesa,Poland,1943,1983,Peace,for non-violent struggle for free trade unions and human rights in Poland
male,William Golding,United Kingdom,1911,1983,Literature,"for his novels which, with the perspicuity of realistic narrative art and the diversity and universality of myth, illuminate the human condition in the world of today"
male,Henry Taube,Canada,1915,1983,Chemistry,"for his work on the mechanisms of electron transfer reactions, especially in metal complexes"
female,Barbara McClintock,USA,1902,1983,Physiology or Medicine,for her discovery of mobile genetic elements
male,William A. Fowler,USA,1911,1983,Physics,for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe
male,Subramanyan Chandrasekhar,India,1910,1983,Physics,for his theoretical studies of the physical processes of importance to the structure and evolution of the stars
male,Carlo Rubbia,Italy,1934,1984,Physics,"for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction"
male,Bruce Merrifield,USA,1921,1984,Chemistry,for his development of methodology for chemical synthesis on a solid matrix
male,Desmond Tutu,South Africa,1931,1984,Peace,for his role as a unifying leader figure in the non-violent campaign to resolve the problem of apartheid in South Africa
male,Georges J.F. Köhler,Germany,1946,1984,Physiology or Medicine,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies
male,Jaroslav Seifert,Austria-Hungary,1901,1984,Literature,"for his poetry which endowed with freshness, sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man"
male,Niels K. Jerne,United Kingdom,1911,1984,Physiology or Medicine,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies
male,César Milstein,Argentina,1927,1984,Physiology or Medicine,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies
male,Richard Stone,United Kingdom,1913,1984,Economic Sciences,for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis
male,Simon van der Meer,the Netherlands,1925,1984,Physics,"for their decisive contributions to the large project, which led to the discovery of the field particles W and Z, communicators of weak interaction"
male,Michael S. Brown,USA,1941,1985,Physiology or Medicine,for their discoveries concerning the regulation of cholesterol metabolism
male,Joseph L. Goldstein,USA,1940,1985,Physiology or Medicine,for their discoveries concerning the regulation of cholesterol metabolism
male,Claude Simon,Madagascar,1913,1985,Literature,who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition
male,Herbert A. Hauptman,USA,1917,1985,Chemistry,for their outstanding achievements in the development of direct methods for the determination of crystal structures
male,Jerome Karle,USA,1918,1985,Chemistry,for their outstanding achievements in the development of direct methods for the determination of crystal structures
male,Franco Modigliani,Italy,1918,1985,Economic Sciences,for his pioneering analyses of saving and of financial markets
male,Klaus von Klitzing,German-occupied Poland,1943,1985,Physics,for the discovery of the quantized Hall effect
male,Yuan T. Lee,Taiwan,1936,1986,Chemistry,for their contributions concerning the dynamics of chemical elementary processes
male,Heinrich Rohrer,Switzerland,1933,1986,Physics,for their design of the scanning tunneling microscope
male,Gerd Binnig,West Germany,1947,1986,Physics,for their design of the scanning tunneling microscope
male,Stanley Cohen,USA,1922,1986,Physiology or Medicine,for their discoveries of growth factors
male,Ernst Ruska,Germany,1906,1986,Physics,"for his fundamental work in electron optics, and for the design of the first electron microscope"
male,John C. Polanyi,Germany,1929,1986,Chemistry,for their contributions concerning the dynamics of chemical elementary processes
male,Dudley R. Herschbach,USA,1932,1986,Chemistry,for their contributions concerning the dynamics of chemical elementary processes
female,Rita Levi-Montalcini,Italy,1909,1986,Physiology or Medicine,for their discoveries of growth factors
male,James M. Buchanan Jr.,USA,1919,1986,Economic Sciences,for his development of the contractual and constitutional bases for the theory of economic and political decision-making
male,Elie Wiesel,Romania,1928,1986,Peace,"for being a messenger to mankind: his message is one of peace, atonement and dignity"
male,Wole Soyinka,Nigeria,1934,1986,Literature,who in a wide cultural perspective and with poetic overtones fashions the drama of existence
male,Robert M. Solow,USA,1924,1987,Economic Sciences,for his contributions to the theory of economic growth
male,K. Alex Müller,Switzerland,1927,1987,Physics,for their important break-through in the discovery of superconductivity in ceramic materials
male,Oscar Arias Sánchez,Costa Rica,1940,1987,Peace,for his work for lasting peace in Central America
male,Jean-Marie Lehn,France,1939,1987,Chemistry,for their development and use of molecules with structure-specific interactions of high selectivity
male,Donald J. Cram,USA,1919,1987,Chemistry,for their development and use of molecules with structure-specific interactions of high selectivity
male,Joseph Brodsky,USSR,1940,1987,Literature,"for an all-embracing authorship, imbued with clarity of thought and poetic intensity"
male,J. Georg Bednorz,West Germany,1950,1987,Physics,for their important break-through in the discovery of superconductivity in ceramic materials
male,Susumu Tonegawa,Japan,1939,1987,Physiology or Medicine,for his discovery of the genetic principle for generation of antibody diversity
male,Charles J. Pedersen,Korea,1904,1987,Chemistry,for their development and use of molecules with structure-specific interactions of high selectivity
male,Melvin Schwartz,USA,1932,1988,Physics,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino
female,Gertrude B. Elion,USA,1918,1988,Physiology or Medicine,for their discoveries of important principles for drug treatment
male,Robert Huber,Germany,1937,1988,Chemistry,for the determination of the three-dimensional structure of a photosynthetic reaction centre
male,Hartmut Michel,West Germany,1948,1988,Chemistry,for the determination of the three-dimensional structure of a photosynthetic reaction centre
male,Naguib Mahfouz,Egypt,1911,1988,Literature,"who, through works rich in nuance - now clear-sightedly realistic, now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind"
male,Sir James W. Black,Scotland,1924,1988,Physiology or Medicine,for their discoveries of important principles for drug treatment
male,Jack Steinberger,Germany,1921,1988,Physics,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino
male,Johann Deisenhofer,Germany,1943,1988,Chemistry,for the determination of the three-dimensional structure of a photosynthetic reaction centre
male,George H. Hitchings,USA,1905,1988,Physiology or Medicine,for their discoveries of important principles for drug treatment
male,Leon M. Lederman,USA,1922,1988,Physics,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino
male,Maurice Allais,France,1911,1988,Economic Sciences,for his pioneering contributions to the theory of markets and efficient utilization of resources
male,Thomas R. Cech,USA,1947,1989,Chemistry,for their discovery of catalytic properties of RNA
male,Sidney Altman,Canada,1939,1989,Chemistry,for their discovery of catalytic properties of RNA
male,J. Michael Bishop,USA,1936,1989,Physiology or Medicine,for their discovery of the cellular origin of retroviral oncogenes
male,Camilo José Cela,Spain,1916,1989,Literature,"for a rich and intensive prose, which with restrained compassion forms a challenging vision of man's vulnerability"
male,Harold E. Varmus,USA,1939,1989,Physiology or Medicine,for their discovery of the cellular origin of retroviral oncogenes
male,Hans G. Dehmelt,Prussia,1922,1989,Physics,for the development of the ion trap technique
male,The 14th Dalai Lama,Tibet,1935,1989,Peace,for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people
male,Wolfgang Paul,Germany,1913,1989,Physics,for the development of the ion trap technique
male,Trygve Haavelmo,Norway,1911,1989,Economic Sciences,for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures
male,Norman F. Ramsey,USA,1915,1989,Physics,for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks
male,Merton H. Miller,USA,1923,1990,Economic Sciences,for their pioneering work in the theory of financial economics
male,Henry W. Kendall,USA,1926,1990,Physics,"for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics"
male,William F. Sharpe,USA,1934,1990,Economic Sciences,for their pioneering work in the theory of financial economics
male,Mikhail Gorbachev,USSR,1931,1990,Peace,for the leading role he played in the radical changes in East-West relations
male,Elias James Corey,USA,1928,1990,Chemistry,for his development of the theory and methodology of organic synthesis
male,Richard E. Taylor,Canada,1929,1990,Physics,"for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics"
male,Joseph E. Murray,USA,1919,1990,Physiology or Medicine,for their discoveries concerning organ and cell transplantation in the treatment of human disease
male,Octavio Paz,Mexico,1914,1990,Literature,"for impassioned writing with wide horizons, characterized by sensuous intelligence and humanistic integrity"
male,E. Donnall Thomas,USA,1920,1990,Physiology or Medicine,for their discoveries concerning organ and cell transplantation in the treatment of human disease
male,Harry M. Markowitz,USA,1927,1990,Economic Sciences,for their pioneering work in the theory of financial economics
male,Jerome I. Friedman,USA,1930,1990,Physics,"for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics"
female,Nadine Gordimer,South Africa,1923,1991,Literature,who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity
male,Ronald H. Coase,United Kingdom,1910,1991,Economic Sciences,for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy
male,Pierre-Gilles de Gennes,France,1932,1991,Physics,"for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter, in particular to liquid crystals and polymers"
male,Richard R. Ernst,Switzerland,1933,1991,Chemistry,for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy
male,Bert Sakmann,Germany,1942,1991,Physiology or Medicine,for their discoveries concerning the function of single ion channels in cells
female,Aung San Suu Kyi,Burma,1945,1991,Peace,for her non-violent struggle for democracy and human rights
male,Erwin Neher,Germany,1944,1991,Physiology or Medicine,for their discoveries concerning the function of single ion channels in cells
male,Gary Becker,USA,1930,1992,Economic Sciences,"for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour"
male,Derek Walcott,Saint Lucia,1930,1992,Literature,"for a poetic oeuvre of great luminosity, sustained by a historical vision, the outcome of a multicultural commitment"
male,Edmond H. Fischer,China,1920,1992,Physiology or Medicine,for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism
male,Edwin G. Krebs,USA,1918,1992,Physiology or Medicine,for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism
male,Rudolph A. Marcus,Canada,1923,1992,Chemistry,for his contributions to the theory of electron transfer reactions in chemical systems
male,Georges Charpak,Poland,1924,1992,Physics,"for his invention and development of particle detectors, in particular the multiwire proportional chamber"
female,Rigoberta Menchú Tum,Guatemala,1959,1992,Peace,for her struggle for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples
male,Joseph H. Taylor Jr.,USA,1941,1993,Physics,"for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation"
male,Douglass C. North,USA,1920,1993,Economic Sciences,for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change
male,Richard J. Roberts,United Kingdom,1943,1993,Physiology or Medicine,for their discoveries of split genes
male,F.W. de Klerk,South Africa,1936,1993,Peace,"for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa"
male,Michael Smith,United Kingdom,1932,1993,Chemistry,"for his fundamental contributions to the establishment of oligonucleotide-based, site-directed mutagenesis and its development for protein studies"
male,Russell A. Hulse,USA,1950,1993,Physics,"for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation"
male,Phillip A. Sharp,USA,1944,1993,Physiology or Medicine,for their discoveries of split genes
male,Nelson Mandela,South Africa,1918,1993,Peace,"for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa"
male,Robert W. Fogel,USA,1927,1993,Economic Sciences,for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change
male,Kary B. Mullis,USA,1944,1993,Chemistry,for his invention of the polymerase chain reaction (PCR) method
female,Toni Morrison,USA,1931,1993,Literature,"who in novels characterized by visionary force and poetic import, gives life to an essential aspect of American reality"
male,John C. Harsanyi,Hungary,1920,1994,Economic Sciences,for their pioneering analysis of equilibria in the theory of non-cooperative games
male,Yitzhak Rabin,British Mandate of Palestine,1922,1994,Peace,for their efforts to create peace in the Middle East
male,Kenzaburo Oe,Japan,1935,1994,Literature,"who with poetic force creates an imagined world, where life and myth condense to form a disconcerting picture of the human predicament today"
male,Shimon Peres,Poland,1923,1994,Peace,for their efforts to create peace in the Middle East
male,George A. Olah,Hungary,1927,1994,Chemistry,for his contribution to carbocation chemistry
male,John F. Nash Jr.,USA,1928,1994,Economic Sciences,for their pioneering analysis of equilibria in the theory of non-cooperative games
male,Alfred G. Gilman,USA,1941,1994,Physiology or Medicine,for their discovery of G-proteins and the role of these proteins in signal transduction in cells
male,Martin Rodbell,USA,1925,1994,Physiology or Medicine,for their discovery of G-proteins and the role of these proteins in signal transduction in cells
male,Yasser Arafat,Egypt,1929,1994,Peace,for their efforts to create peace in the Middle East
male,Bertram N. Brockhouse,Canada,1918,1994,Physics,for the development of neutron spectroscopy
male,Clifford G. Shull,USA,1915,1994,Physics,for the development of the neutron diffraction technique
male,Reinhard Selten,Germany,1930,1994,Economic Sciences,for their pioneering analysis of equilibria in the theory of non-cooperative games
male,Seamus Heaney,Northern Ireland,1939,1995,Literature,"for works of lyrical beauty and ethical depth, which exalt everyday miracles and the living past"
male,Paul J. Crutzen,the Netherlands,1933,1995,Chemistry,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone"
male,Robert E. Lucas Jr.,USA,1937,1995,Economic Sciences,"for having developed and applied the hypothesis of rational expectations, and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy"
male,Martin L. Perl,USA,1927,1995,Physics,for the discovery of the tau lepton
male,Edward B. Lewis,USA,1918,1995,Physiology or Medicine,for their discoveries concerning the genetic control of early embryonic development
male,Joseph Rotblat,Russian Empire,1908,1995,Peace,"for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms"
female,Christiane Nüsslein-Volhard,Germany,1942,1995,Physiology or Medicine,for their discoveries concerning the genetic control of early embryonic development
male,Mario J. Molina,Mexico,1943,1995,Chemistry,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone"
male,F. Sherwood Rowland,USA,1927,1995,Chemistry,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone"
male,Frederick Reines,USA,1918,1995,Physics,for the detection of the neutrino
male,Eric F. Wieschaus,USA,1947,1995,Physiology or Medicine,for their discoveries concerning the genetic control of early embryonic development
male,Douglas D. Osheroff,USA,1945,1996,Physics,for their discovery of superfluidity in helium-3
male,Peter C. Doherty,Australia,1940,1996,Physiology or Medicine,for their discoveries concerning the specificity of the cell mediated immune defence
male,Carlos Filipe Ximenes Belo,East Timor,1948,1996,Peace,for their work towards a just and peaceful solution to the conflict in East Timor
male,Rolf M. Zinkernagel,Switzerland,1944,1996,Physiology or Medicine,for their discoveries concerning the specificity of the cell mediated immune defence
male,Sir Harold Kroto,United Kingdom,1939,1996,Chemistry,for their discovery of fullerenes
male,Robert C. Richardson,USA,1937,1996,Physics,for their discovery of superfluidity in helium-3
male,José Ramos-Horta,East Timor,1949,1996,Peace,for their work towards a just and peaceful solution to the conflict in East Timor
male,James A. Mirrlees,Scotland,1936,1996,Economic Sciences,for their fundamental contributions to the economic theory of incentives under asymmetric information
female,Wislawa Szymborska,Poland,1923,1996,Literature,for poetry that with ironic precision allows the historical and biological context to come to light in fragments of human reality
male,Richard E. Smalley,USA,1943,1996,Chemistry,for their discovery of fullerenes
male,David M. Lee,USA,1931,1996,Physics,for their discovery of superfluidity in helium-3
male,Robert F. Curl Jr.,USA,1933,1996,Chemistry,for their discovery of fullerenes
male,William Vickrey,Canada,1914,1996,Economic Sciences,for their fundamental contributions to the economic theory of incentives under asymmetric information
female,Jody Williams,USA,1950,1997,Peace,for their work for the banning and clearing of anti-personnel mines
male,Robert C. Merton,USA,1944,1997,Economic Sciences,for a new method to determine the value of derivatives
male,Paul D. Boyer,USA,1918,1997,Chemistry,for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)
male,Dario Fo,Italy,1926,1997,Literature,who emulates the jesters of the Middle Ages in scourging authority and upholding the dignity of the downtrodden
male,William D. Phillips,USA,1948,1997,Physics,for development of methods to cool and trap atoms with laser light
male,John E. Walker,United Kingdom,1941,1997,Chemistry,for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)
male,Stanley B. Prusiner,USA,1942,1997,Physiology or Medicine,for his discovery of Prions - a new biological principle of infection
male,Steven Chu,USA,1948,1997,Physics,for development of methods to cool and trap atoms with laser light
male,Myron Scholes,Canada,1941,1997,Economic Sciences,for a new method to determine the value of derivatives
male,Jens C. Skou,Denmark,1918,1997,Chemistry,"for the first discovery of an ion-transporting enzyme, Na+, K+ -ATPase"
male,Claude Cohen-Tannoudji,French Algeria,1933,1997,Physics,for development of methods to cool and trap atoms with laser light
male,John Hume,Northern Ireland,1937,1998,Peace,for their efforts to find a peaceful solution to the conflict in Northern Ireland
male,Robert F. Furchgott,USA,1916,1998,Physiology or Medicine,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system
male,Daniel C. Tsui,China,1939,1998,Physics,for their discovery of a new form of quantum fluid with fractionally charged excitations
male,Robert B. Laughlin,USA,1950,1998,Physics,for their discovery of a new form of quantum fluid with fractionally charged excitations
male,Ferid Murad,USA,1936,1998,Physiology or Medicine,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system
male,Amartya Sen,India,1933,1998,Economic Sciences,for his contributions to welfare economics
male,José Saramago,Portugal,1922,1998,Literature,"who with parables sustained by imagination, compassion and irony continually enables us once again to apprehend an elusory reality"
male,Walter Kohn,Austria,1923,1998,Chemistry,for his development of the density-functional theory
male,Louis J. Ignarro,USA,1941,1998,Physiology or Medicine,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system
male,David Trimble,Northern Ireland,1944,1998,Peace,for their efforts to find a peaceful solution to the conflict in Northern Ireland
male,John Pople,United Kingdom,1925,1998,Chemistry,for his development of computational methods in quantum chemistry
male,Horst L. Störmer,West Germany,1949,1998,Physics,for their discovery of a new form of quantum fluid with fractionally charged excitations
male,Gerardus 't Hooft,the Netherlands,1946,1999,Physics,for elucidating the quantum structure of electroweak interactions in physics
male,Günter Blobel,Germany,1936,1999,Physiology or Medicine,for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell
male,Günter Grass,Free City of Danzig,1927,1999,Literature,whose frolicsome black fables portray the forgotten face of history
male,Ahmed Zewail,Egypt,1946,1999,Chemistry,for his studies of the transition states of chemical reactions using femtosecond spectroscopy
male,Martinus J.G. Veltman,the Netherlands,1931,1999,Physics,for elucidating the quantum structure of electroweak interactions in physics
male,Robert Mundell,Canada,1932,1999,Economic Sciences,for his analysis of monetary and fiscal policy under different exchange rate regimes and his analysis of optimum currency areas
male,Zhores Alferov,USSR,1930,2000,Physics,for developing semiconductor heterostructures used in high-speed- and opto-electronics
male,Eric Kandel,Austria,1929,2000,Physiology or Medicine,for their discoveries concerning signal transduction in the nervous system
male,Paul Greengard,USA,1925,2000,Physiology or Medicine,for their discoveries concerning signal transduction in the nervous system
male,Alan Heeger,USA,1936,2000,Chemistry,for the discovery and development of conductive polymers
male,Alan MacDiarmid,New Zealand,1927,2000,Chemistry,for the discovery and development of conductive polymers
male,Jack Kilby,USA,1923,2000,Physics,for his part in the invention of the integrated circuit
male,Arvid Carlsson,Sweden,1923,2000,Physiology or Medicine,for their discoveries concerning signal transduction in the nervous system
male,Kim Dae-jung,Korea,1925,2000,Peace,"for his work for democracy and human rights in South Korea and in East Asia in general, and for peace and reconciliation with North Korea in particular"
male,Gao Xingjian,China,1940,2000,Literature,"for an œuvre of universal validity, bitter insights and linguistic ingenuity, which has opened new paths for the Chinese novel and drama"
male,Daniel L. McFadden,USA,1937,2000,Economic Sciences,for his development of theory and methods for analyzing discrete choice
male,Hideki Shirakawa,Japan,1936,2000,Chemistry,for the discovery and development of conductive polymers
male,James J. Heckman,USA,1944,2000,Economic Sciences,for his development of theory and methods for analyzing selective samples
male,Herbert Kroemer,Germany,1928,2000,Physics,for developing semiconductor heterostructures used in high-speed- and opto-electronics
male,A. Michael Spence,USA,1943,2001,Economic Sciences,for their analyses of markets with asymmetric information
male,Joseph E. Stiglitz,USA,1943,2001,Economic Sciences,for their analyses of markets with asymmetric information
male,K. Barry Sharpless,USA,1941,2001,Chemistry,for his work on chirally catalysed oxidation reactions
male,Carl Wieman,USA,1951,2001,Physics,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates"
male,Kofi Annan,Gold Coast,1938,2001,Peace,for their work for a better organized and more peaceful world
male,Sir Paul Nurse,United Kingdom,1949,2001,Physiology or Medicine,for their discoveries of key regulators of the cell cycle
male,Eric Cornell,USA,1961,2001,Physics,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates"
male,Leland Hartwell,USA,1939,2001,Physiology or Medicine,for their discoveries of key regulators of the cell cycle
male,George A. Akerlof,USA,1940,2001,Economic Sciences,for their analyses of markets with asymmetric information
male,Wolfgang Ketterle,West Germany,1957,2001,Physics,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates"
male,William Knowles,USA,1917,2001,Chemistry,for their work on chirally catalysed hydrogenation reactions
male,V. S. Naipaul,Trinidad and Tobago,1932,2001,Literature,for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories
male,Ryoji Noyori,Japan,1938,2001,Chemistry,for their work on chirally catalysed hydrogenation reactions
male,Tim Hunt,United Kingdom,1943,2001,Physiology or Medicine,for their discoveries of key regulators of the cell cycle
male,John B. Fenn,USA,1917,2002,Chemistry,for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules
